threshold,f1,tp,fp,fn,splits,merges,val
0.5,0.4324324324265888,16,31,11,0,1,untrained
0.55,0.3513513513466033,13,34,14,0,1,untrained
0.6,0.27027027026661793,10,37,17,0,1,untrained
0.65000004,0.08108108107998539,3,44,24,0,1,untrained
0.70000005,0.0270270270266618,1,46,26,0,1,untrained
0.75000006,0.0270270270266618,1,46,26,0,1,untrained
0.8000001,0.0,0,47,27,0,1,untrained
0.8500001,0.0,0,47,27,0,1,untrained
0.9000001,0.0,0,47,27,0,1,untrained
0.5,0.22222222221975307,10,46,24,1,0,untrained
0.55,0.19999999999777776,9,47,25,1,0,untrained
0.6,0.15555555555382716,7,49,27,1,0,untrained
0.65000004,0.06666666666592592,3,53,31,1,0,untrained
0.70000005,0.0,0,56,34,1,0,untrained
0.75000006,0.0,0,56,34,1,0,untrained
0.8000001,0.0,0,56,34,1,0,untrained
0.8500001,0.0,0,56,34,1,0,untrained
0.9000001,0.0,0,56,34,1,0,untrained
0.5,0.23157894736598336,11,50,23,0,0,untrained
0.55,0.16842105262980608,8,53,26,0,0,untrained
0.6,0.14736842105108033,7,54,27,0,0,untrained
0.65000004,0.12631578947235456,6,55,28,0,0,untrained
0.70000005,0.06315789473617728,3,58,31,0,0,untrained
0.75000006,0.06315789473617728,3,58,31,0,0,untrained
0.8000001,0.02105263157872576,1,60,33,0,0,untrained
0.8500001,0.0,0,61,34,0,0,untrained
0.9000001,0.0,0,61,34,0,0,untrained
0.5,0.2499999999975961,13,44,34,0,1,untrained
0.55,0.23076923076701186,12,45,35,0,1,untrained
0.6,0.13461538461409026,7,50,40,0,1,untrained
0.65000004,0.0961538461529216,5,52,42,0,1,untrained
0.70000005,0.057692307691752966,3,54,44,0,1,untrained
0.75000006,0.057692307691752966,3,54,44,0,1,untrained
0.8000001,0.019230769230584317,1,56,46,0,1,untrained
0.8500001,0.0,0,57,47,0,1,untrained
0.9000001,0.0,0,57,47,0,1,untrained
0.5,0.3855421686700537,16,38,13,0,0,untrained
0.55,0.3614457831281753,15,39,14,0,0,untrained
0.6,0.28915662650254026,12,42,17,0,0,untrained
0.65000004,0.2168674698769052,9,45,20,0,0,untrained
0.70000005,0.12048192770939177,5,49,24,0,0,untrained
0.75000006,0.04819277108375671,2,52,27,0,0,untrained
0.8000001,0.02409638554187836,1,53,28,0,0,untrained
0.8500001,0.02409638554187836,1,53,28,0,0,untrained
0.9000001,0.0,0,54,29,0,0,untrained
0.5,0.34285714285387753,18,45,24,0,0,untrained
0.55,0.266666666664127,14,49,28,0,0,untrained
0.6,0.266666666664127,14,49,28,0,0,untrained
0.65000004,0.2476190476166893,13,50,29,0,0,untrained
0.70000005,0.1904761904743764,10,53,32,0,0,untrained
0.75000006,0.11428571428462585,6,57,36,0,0,untrained
0.8000001,0.057142857142312924,3,60,39,0,0,untrained
0.8500001,0.0,0,63,42,0,0,untrained
0.9000001,0.0,0,63,42,0,0,untrained
0.5,0.3888888888834877,14,34,10,0,0,untrained
0.55,0.3055555555513117,11,37,13,0,0,untrained
0.6,0.16666666666435184,6,42,18,0,0,untrained
0.65000004,0.16666666666435184,6,42,18,0,0,untrained
0.70000005,0.16666666666435184,6,42,18,0,0,untrained
0.75000006,0.08333333333217592,3,45,21,0,0,untrained
0.8000001,0.0,0,48,24,0,0,untrained
0.8500001,0.0,0,48,24,0,0,untrained
0.9000001,0.0,0,48,24,0,0,untrained
0.5,0.2340425531889995,11,47,25,0,2,untrained
0.55,0.2340425531889995,11,47,25,0,2,untrained
0.6,0.19148936170009054,9,49,27,0,2,untrained
0.65000004,0.14893617021118152,7,51,29,0,2,untrained
0.70000005,0.08510638297781803,4,54,32,0,2,untrained
0.75000006,0.06382978723336351,3,55,33,0,2,untrained
0.8000001,0.042553191488909015,2,56,34,0,2,untrained
0.8500001,0.021276595744454504,1,57,35,0,2,untrained
0.9000001,0.0,0,58,36,0,2,untrained
0.5,0.30508474575754096,9,32,9,0,0,untrained
0.55,0.2711864406733697,8,33,10,0,0,untrained
0.6,0.2033898305050273,6,35,12,0,0,untrained
0.65000004,0.13559322033668486,4,37,14,0,0,untrained
0.70000005,0.06779661016834243,2,39,16,0,0,untrained
0.75000006,0.06779661016834243,2,39,16,0,0,untrained
0.8000001,0.033898305084171215,1,40,17,0,0,untrained
0.8500001,0.0,0,41,18,0,0,untrained
0.9000001,0.0,0,41,18,0,0,untrained
0.5,0.2372881355891985,7,31,14,0,1,untrained
0.55,0.2372881355891985,7,31,14,0,1,untrained
0.6,0.16949152542085608,5,33,16,0,1,untrained
0.65000004,0.16949152542085608,5,33,16,0,1,untrained
0.70000005,0.16949152542085608,5,33,16,0,1,untrained
0.75000006,0.10169491525251363,3,35,18,0,1,untrained
0.8000001,0.06779661016834243,2,36,19,0,1,untrained
0.8500001,0.0,0,38,21,0,1,untrained
0.9000001,0.0,0,38,21,0,1,untrained
0.5,0.30769230768757394,10,31,14,0,1,untrained
0.55,0.27692307691881657,9,32,15,0,1,untrained
0.6,0.21538461538130174,7,34,17,0,1,untrained
0.65000004,0.15384615384378694,5,36,19,0,1,untrained
0.70000005,0.09230769230627217,3,38,21,0,1,untrained
0.75000006,0.061538461537514785,2,39,22,0,1,untrained
0.8000001,0.0307692307687574,1,40,23,0,1,untrained
0.8500001,0.0307692307687574,1,40,23,0,1,untrained
0.9000001,0.0,0,41,24,0,1,untrained
0.5,0.3243243243214025,18,49,26,0,0,untrained
0.55,0.3243243243214025,18,49,26,0,0,untrained
0.6,0.2522522522499797,14,53,30,0,0,untrained
0.65000004,0.14414414414284554,8,59,36,0,0,untrained
0.70000005,0.12612612612498986,7,60,37,0,0,untrained
0.75000006,0.03603603603571138,2,65,42,0,0,untrained
0.8000001,0.0,0,67,44,0,0,untrained
0.8500001,0.0,0,67,44,0,0,untrained
0.9000001,0.0,0,67,44,0,0,untrained
0.5,0.3478260869514808,12,31,14,0,0,untrained
0.55,0.2608695652136106,9,34,17,0,0,untrained
0.6,0.08695652173787019,3,40,23,0,0,untrained
0.65000004,0.05797101449191346,2,41,24,0,0,untrained
0.70000005,0.0,0,43,26,0,0,untrained
0.75000006,0.0,0,43,26,0,0,untrained
0.8000001,0.0,0,43,26,0,0,untrained
0.8500001,0.0,0,43,26,0,0,untrained
0.9000001,0.0,0,43,26,0,0,untrained
0.5,0.18918918918663255,7,44,16,0,1,untrained
0.55,0.1621621621599708,6,45,17,0,1,untrained
0.6,0.1081081081066472,4,47,19,0,1,untrained
0.65000004,0.054054054053323586,2,49,21,0,1,untrained
0.70000005,0.0270270270266618,1,50,22,0,1,untrained
0.75000006,0.0270270270266618,1,50,22,0,1,untrained
0.8000001,0.0,0,51,23,0,1,untrained
0.8500001,0.0,0,51,23,0,1,untrained
0.9000001,0.0,0,51,23,0,1,untrained
0.5,0.2970297029673561,15,53,18,0,0,untrained
0.55,0.2178217821760612,11,57,22,0,0,untrained
0.6,0.17821782178041368,9,59,24,0,0,untrained
0.65000004,0.11881188118694246,6,62,27,0,0,untrained
0.70000005,0.05940594059347123,3,65,30,0,0,untrained
0.75000006,0.03960396039564749,2,66,31,0,0,untrained
0.8000001,0.019801980197823744,1,67,32,0,0,untrained
0.8500001,0.0,0,68,33,0,0,untrained
0.9000001,0.0,0,68,33,0,0,untrained
0.5,0.3809523809487528,20,44,21,0,1,untrained
0.55,0.34285714285387753,18,46,23,0,1,untrained
0.6,0.2476190476166893,13,51,28,0,1,untrained
0.65000004,0.2285714285692517,12,52,29,0,1,untrained
0.70000005,0.17142857142693874,9,55,32,0,1,untrained
0.75000006,0.15238095237950114,8,56,33,0,1,untrained
0.8000001,0.01904761904743764,1,63,40,0,1,untrained
0.8500001,0.0,0,64,41,0,1,untrained
0.9000001,0.0,0,64,41,0,1,untrained
0.5,0.2982456140324715,17,59,21,0,0,untrained
0.55,0.2456140350855648,14,62,24,0,0,untrained
0.6,0.19298245613865805,11,65,27,0,0,untrained
0.65000004,0.1228070175427824,7,69,31,0,0,untrained
0.70000005,0.10526315789381348,6,70,32,0,0,untrained
0.75000006,0.10526315789381348,6,70,32,0,0,untrained
0.8000001,0.017543859648968912,1,75,37,0,0,untrained
0.8500001,0.0,0,76,38,0,0,untrained
0.9000001,0.0,0,76,38,0,0,untrained
0.5,0.3678160919497952,16,39,16,0,0,untrained
0.55,0.3218390804560708,14,41,18,0,0,untrained
0.6,0.2758620689623464,12,43,20,0,0,untrained
0.65000004,0.1839080459748976,8,47,24,0,0,untrained
0.70000005,0.11494252873431099,5,50,27,0,0,untrained
0.75000006,0.0919540229874488,4,51,28,0,0,untrained
0.8000001,0.0459770114937244,2,53,30,0,0,untrained
0.8500001,0.0,0,55,32,0,0,untrained
0.9000001,0.0,0,55,32,0,0,untrained
0.5,0.26229508196291323,8,31,14,0,0,untrained
0.55,0.1967213114721849,6,33,16,0,0,untrained
0.6,0.032786885245364154,1,38,21,0,0,untrained
0.65000004,0.032786885245364154,1,38,21,0,0,untrained
0.70000005,0.0,0,39,22,0,0,untrained
0.75000006,0.0,0,39,22,0,0,untrained
0.8000001,0.0,0,39,22,0,0,untrained
0.8500001,0.0,0,39,22,0,0,untrained
0.9000001,0.0,0,39,22,0,0,untrained
0.5,0.3614457831281753,15,42,11,0,0,untrained
0.55,0.31325301204441863,13,44,13,0,0,untrained
0.6,0.2409638554187836,10,47,16,0,0,untrained
0.65000004,0.12048192770939177,5,52,21,0,0,untrained
0.70000005,0.07228915662563506,3,54,23,0,0,untrained
0.75000006,0.02409638554187836,1,56,25,0,0,untrained
0.8000001,0.0,0,57,26,0,0,untrained
0.8500001,0.0,0,57,26,0,0,untrained
0.9000001,0.0,0,57,26,0,0,untrained
0.5,0.36363636363305785,20,43,27,0,1,untrained
0.55,0.3090909090880992,17,46,30,0,1,untrained
0.6,0.2363636363614876,13,50,34,0,1,untrained
0.65000004,0.16363636363487602,9,54,38,0,1,untrained
0.70000005,0.09090909090826446,5,58,42,0,1,untrained
0.75000006,0.01818181818165289,1,62,46,0,1,untrained
0.8000001,0.0,0,63,47,0,1,untrained
0.8500001,0.0,0,63,47,0,1,untrained
0.9000001,0.0,0,63,47,0,1,untrained
0.5,0.21428571428380105,12,57,31,0,1,untrained
0.55,0.16071428571285076,9,60,34,0,1,untrained
0.6,0.12499999999888392,7,62,36,0,1,untrained
0.65000004,0.10714285714190053,6,63,37,0,1,untrained
0.70000005,0.07142857142793367,4,65,39,0,1,untrained
0.75000006,0.017857142856983418,1,68,42,0,1,untrained
0.8000001,0.0,0,69,43,0,1,untrained
0.8500001,0.0,0,69,43,0,1,untrained
0.9000001,0.0,0,69,43,0,1,untrained
0.5,0.1851851851834705,10,56,32,0,0,untrained
0.55,0.1111111111100823,6,60,36,0,0,untrained
0.6,0.09259259259173523,5,61,37,0,0,untrained
0.65000004,0.0370370370366941,2,64,40,0,0,untrained
0.70000005,0.01851851851834705,1,65,41,0,0,untrained
0.75000006,0.0,0,66,42,0,0,untrained
0.8000001,0.0,0,66,42,0,0,untrained
0.8500001,0.0,0,66,42,0,0,untrained
0.9000001,0.0,0,66,42,0,0,untrained
0.5,0.2637362637333655,12,44,23,0,0,untrained
0.55,0.19780219780002412,9,47,26,0,0,untrained
0.6,0.1098901098889023,5,51,30,0,0,untrained
0.65000004,0.1098901098889023,5,51,30,0,0,untrained
0.70000005,0.06593406593334138,3,53,32,0,0,untrained
0.75000006,0.043956043955560915,2,54,33,0,0,untrained
0.8000001,0.0,0,56,35,0,0,untrained
0.8500001,0.0,0,56,35,0,0,untrained
0.9000001,0.0,0,56,35,0,0,untrained
0.5,0.19565217391091685,9,49,25,0,0,untrained
0.55,0.15217391304182418,7,51,27,0,0,untrained
0.6,0.13043478260727787,6,52,28,0,0,untrained
0.65000004,0.06521739130363892,3,55,31,0,0,untrained
0.70000005,0.021739130434546314,1,57,33,0,0,untrained
0.75000006,0.0,0,58,34,0,0,untrained
0.8000001,0.0,0,58,34,0,0,untrained
0.8500001,0.0,0,58,34,0,0,untrained
0.9000001,0.0,0,58,34,0,0,untrained
0.5,0.261904761901644,11,40,22,0,0,untrained
0.55,0.1904761904739229,8,43,25,0,0,untrained
0.6,0.1190476190462018,5,46,28,0,0,untrained
0.65000004,0.047619047618480716,2,49,31,0,0,untrained
0.70000005,0.023809523809240358,1,50,32,0,0,untrained
0.75000006,0.0,0,51,33,0,0,untrained
0.8000001,0.0,0,51,33,0,0,untrained
0.8500001,0.0,0,51,33,0,0,untrained
0.9000001,0.0,0,51,33,0,0,untrained
0.5,0.3404255319112721,16,36,26,0,1,untrained
0.55,0.29787234042236305,14,38,28,0,1,untrained
0.6,0.21276595744454505,10,42,32,0,1,untrained
0.65000004,0.12765957446672702,6,46,36,0,1,untrained
0.70000005,0.08510638297781803,4,48,38,0,1,untrained
0.75000006,0.021276595744454504,1,51,41,0,1,untrained
0.8000001,0.021276595744454504,1,51,41,0,1,untrained
0.8500001,0.021276595744454504,1,51,41,0,1,untrained
0.9000001,0.0,0,52,42,0,1,untrained
0.5,0.24691358024386525,10,34,27,0,0,untrained
0.55,0.1975308641950922,8,36,29,0,0,untrained
0.6,0.14814814814631916,6,38,31,0,0,untrained
0.65000004,0.0987654320975461,4,40,33,0,0,untrained
0.70000005,0.07407407407315958,3,41,34,0,0,untrained
0.75000006,0.07407407407315958,3,41,34,0,0,untrained
0.8000001,0.04938271604877305,2,42,35,0,0,untrained
0.8500001,0.0,0,44,37,0,0,untrained
0.9000001,0.0,0,44,37,0,0,untrained
0.5,0.3275862068937277,19,52,26,1,0,untrained
0.55,0.24137931034274676,14,57,31,1,0,untrained
0.6,0.18965517241215812,11,60,34,1,0,untrained
0.65000004,0.12068965517137335,7,64,38,1,0,untrained
0.70000005,0.03448275862039238,2,69,43,1,0,untrained
0.75000006,0.01724137931019619,1,70,44,1,0,untrained
0.8000001,0.01724137931019619,1,70,44,1,0,untrained
0.8500001,0.0,0,71,45,1,0,untrained
0.9000001,0.0,0,71,45,1,0,untrained
