f1,tp,fp,fn,splits,merges,inaccurate_masks
0.749999999953125,6,1,0,0,0,3
0.749999999953125,6,0,0,0,0,4
0.705882352899654,6,1,0,0,0,4
0.8235294117162629,7,0,0,0,0,3
0.7368421052243768,7,1,1,0,0,3
0.79999999996,8,2,0,0,0,2
0.749999999953125,6,0,0,0,0,4
0.588235294083045,5,2,0,0,0,5
0.6249999999609375,5,1,0,0,0,5
0.571428571387755,4,0,0,0,0,6
0.8421052631135734,8,1,0,0,0,2
0.6249999999609375,5,1,0,0,0,5
0.588235294083045,5,2,0,0,0,5
0.5333333332977778,4,1,0,0,0,6
0.571428571387755,4,0,0,0,0,6
0.79999999996,8,2,0,0,0,2
0.7777777777345679,7,2,0,0,1,2
0.6153846153372781,4,0,0,0,1,5
0.705882352899654,6,1,0,0,0,4
0.7368421052243768,7,2,0,0,0,3
0.470588235266436,4,3,0,0,0,6
0.8421052631135734,8,1,0,0,0,2
0.470588235266436,4,3,1,0,0,5
0.8421052631135734,8,1,0,0,0,2
0.7368421052243768,7,2,0,0,0,3
0.7368421052243768,7,2,1,0,0,2
0.8235294117162629,7,1,0,0,1,2
0.6249999999609375,5,1,0,0,0,5
0.749999999953125,6,0,0,0,0,4
0.5333333332977778,4,1,0,0,0,6
0.6666666666296296,6,2,0,0,0,4
0.7777777777345679,7,1,0,0,0,3
0.749999999953125,6,0,0,0,0,4
0.7368421052243768,7,2,0,0,0,3
0.8421052631135734,8,1,0,0,0,2
0.749999999953125,6,0,1,0,0,3
0.5333333332977778,4,1,1,0,0,5
0.705882352899654,6,1,0,0,0,4
0.705882352899654,6,1,0,0,0,4
0.7777777777345679,7,1,0,0,0,3
0.6666666666222222,5,1,1,0,1,3
0.6666666666222222,5,1,1,0,1,3
0.9523809523356009,10,1,0,0,0,0
0.705882352899654,6,1,1,0,0,3
0.79999999996,8,2,0,0,0,2
0.7368421052243768,7,2,0,0,0,3
0.7777777777345679,7,1,0,0,0,3
0.8421052631135734,8,1,0,0,0,2
0.8181818181446281,9,3,0,0,0,1
0.8571428571020409,9,2,0,0,0,1
0.8571428571020409,9,2,0,0,0,1
0.6363636363347107,7,2,0,0,0,6
0.7826086956181475,9,1,0,0,0,4
0.608695652147448,7,3,0,0,0,6
0.47619047616780047,5,3,0,0,0,8
0.44444444441975306,4,0,0,0,0,10
0.6363636363347107,7,3,0,0,1,5
0.6666666666388888,8,2,0,0,0,6
0.5217391304120983,6,4,0,0,0,7
0.6666666666388888,8,3,0,0,0,5
0.49999999997916666,6,5,0,0,0,7
0.5217391304120983,6,3,0,0,0,8
0.5217391304120983,6,4,1,0,0,6
0.7692307692011834,10,2,0,0,0,4
0.6666666666388888,8,3,0,0,0,5
0.6363636363347107,7,1,0,0,0,7
0.5714285714013605,6,2,0,0,0,7
0.74999999996875,9,2,0,0,0,4
0.5833333333090278,7,3,0,0,0,7
0.608695652147448,7,3,0,0,0,6
0.692307692281065,9,3,0,0,0,5
0.7199999999712,9,3,0,0,0,4
0.59999999997,6,1,0,0,0,7
0.5714285714013605,6,1,0,0,0,8
0.6666666666349206,7,2,0,0,0,5
0.5217391304120983,6,3,0,0,0,8
0.6666666666388888,8,2,0,0,0,6
0.7199999999712,9,1,0,0,0,6
0.6666666666388888,8,2,0,0,0,6
0.5833333333090278,7,2,0,0,0,8
0.6363636363347107,7,0,0,0,0,8
0.5714285714013605,6,1,0,0,0,8
0.545454545429752,6,2,0,0,0,8
0.545454545429752,6,1,0,0,0,9
0.22222222220987653,2,1,0,0,0,13
0.6956521738827978,8,0,2,0,0,5
0.5833333333090278,7,2,2,0,0,6
0.545454545429752,6,1,2,0,0,7
0.6666666666388888,8,1,1,0,0,6
0.47619047616780047,5,1,0,0,0,10
0.47619047616780047,5,2,0,0,0,9
0.6363636363347107,7,0,0,0,0,8
0.6666666666388888,8,1,0,0,0,7
0.59999999997,6,1,0,0,1,7
0.6363636363347107,7,0,0,0,0,8
0.6153846153609468,8,3,0,0,0,7
0.7199999999712,9,1,0,0,0,6
0.5833333333090278,7,2,0,0,0,8
0.608695652147448,7,1,0,0,0,8
0.28571428570068025,3,4,2,0,0,9
0.5833333333090278,7,3,1,0,0,6
0.608695652147448,7,1,1,0,0,7
0.6086956521606806,14,2,1,0,1,15
0.7307692307551775,19,3,1,0,1,10
0.7058823529273357,18,3,1,0,1,11
0.6153846153727811,16,5,1,0,0,14
0.5882352941061131,15,5,1,0,0,15
0.7169811320619438,19,3,1,0,0,11
0.5833333333211806,14,4,3,0,1,13
0.6296296296179699,17,6,1,0,0,13
0.6538461538335799,17,5,1,0,1,12
0.6037735848942685,16,6,1,0,0,14
0.054054054052593135,1,5,1,0,0,29
0.05555555555401235,1,5,2,0,1,27
0.1111111111080247,2,3,3,0,0,26
0.10256410256147272,2,6,3,0,0,26
0.057142857141224496,1,3,3,0,0,27
0.10810810810518627,2,4,5,0,0,24
0.057142857141224496,1,3,4,0,0,26
0.1111111111080247,2,3,3,0,0,26
0.11428571428244899,2,2,2,0,0,27
0.06060606060422406,1,2,1,0,0,28
0.7450980392010765,19,2,2,0,0,9
0.4878048780368828,10,2,3,0,2,16
0.5957446808383885,14,3,1,0,0,15
0.5777777777649383,13,2,0,0,1,17
0.6666666666527779,16,1,1,0,0,14
0.511627906964846,11,2,0,0,1,19
0.4090909090816116,9,4,2,0,0,20
0.5957446808383885,14,1,4,0,0,14
0.47619047617913834,10,1,4,0,0,17
0.7272727272595042,20,3,3,0,0,9
0.6222222222083951,14,2,2,0,2,13
0.6521739130293006,15,0,3,0,0,13
0.541666666655382,13,3,4,0,0,15
0.5833333333211806,14,3,3,0,1,14
0.5833333333211806,14,4,2,0,1,14
0.6086956521606806,14,2,3,0,0,13
0.7083333333185764,17,1,3,0,0,10
0.5957446808383885,14,3,2,0,0,14
0.5777777777649383,13,2,3,0,1,14
0.6799999999864,17,2,4,0,0,10
0.7450980392010765,19,1,5,0,0,7
0.6923076922943787,18,3,4,0,0,9
0.48888888887802473,11,4,3,0,0,16
0.6249999999869792,15,4,3,0,1,11
0.5833333333211806,14,5,4,0,1,11
0.6666666666518519,15,0,4,0,0,11
0.6530612244764682,16,3,3,0,0,11
0.5833333333211806,14,5,3,0,2,12
0.6153846153727811,16,5,4,0,0,11
0.7037037036906721,19,5,2,0,1,9
0.5531914893499321,13,3,2,0,0,16
0.5333333333155555,8,3,0,0,0,11
0.7058823529204153,12,3,0,0,0,7
0.5454545454380166,9,5,0,0,0,10
0.59999999998,9,2,0,0,0,10
0.48275862067300834,7,3,0,0,0,12
0.6666666666464647,11,3,0,0,0,8
0.6470588235103807,11,4,0,0,0,8
0.0,0,4,2,0,0,17
0.0,0,5,2,0,0,17
0.14814814814266117,2,6,3,0,0,14
0.0,0,4,2,0,0,17
0.08695652173534972,1,3,1,0,0,17
0.0833333333298611,1,4,2,0,0,16
0.07692307692011835,1,6,4,0,0,14
0.0799999999968,1,5,2,0,0,16
0.0799999999968,1,5,3,0,0,15
0.0,0,2,1,0,0,18
0.5517241379120095,8,2,0,0,0,11
0.7096774193319458,11,1,1,0,0,7
0.7272727272506888,12,2,0,0,0,7
0.580645161271592,9,3,1,0,0,9
0.49999999998214284,7,2,0,0,0,12
0.7499999999765626,12,1,1,0,0,6
0.6206896551510107,9,2,1,0,0,8
0.6874999999785157,11,2,1,0,0,7
0.5714285714081633,8,1,1,0,0,10
0.6666666666464647,11,3,1,0,0,7
0.6451612903017689,10,2,1,0,0,8
0.6451612903017689,10,2,0,0,0,9
0.59999999998,9,2,1,0,0,9
0.6666666666444444,10,1,0,0,0,9
0.5161290322414152,8,4,0,0,0,11
0.580645161271592,9,4,0,0,0,9
0.562499999982422,9,4,0,0,0,10
0.7222222222021606,13,4,1,0,0,5
0.7096774193319458,11,2,1,0,0,6
0.5517241379120095,8,3,0,0,0,10
0.7647058823304499,13,3,0,0,0,5
0.6249999999804688,10,3,0,0,0,9
0.59999999998,9,2,0,0,0,10
0.580645161271592,9,3,0,0,0,10
0.580645161271592,9,3,0,0,0,10
0.580645161271592,9,2,0,0,0,11
0.6249999999804688,10,3,1,0,0,8
0.6451612903017689,10,2,0,0,0,9
0.49999999998214284,7,3,0,0,1,11
0.7096774193319458,11,2,0,0,1,7
0.5517241379120095,8,2,0,0,0,11
0.59999999998,9,2,1,0,0,9
0.5517241379120095,8,2,0,0,0,11
0.41379310343400716,6,4,0,0,0,13
0.7368421052243768,7,2,0,0,0,3
0.699999999965,7,3,0,0,0,3
0.6249999999609375,5,1,0,0,0,5
0.8421052631135734,8,1,0,0,0,2
0.8421052631135734,8,1,0,0,0,2
0.8421052631135734,8,1,1,0,0,1
0.7777777777345679,7,1,0,0,0,3
0.7619047618684808,8,3,0,0,0,2
0.5263157894459833,5,4,0,0,0,5
0.6666666666296296,6,2,0,0,0,4
0.5263157894459833,5,4,0,0,0,5
0.5555555555246914,5,3,0,0,0,5
0.7777777777345679,7,1,0,0,0,3
0.7619047618684808,8,3,0,0,0,2
0.4615384615029586,3,0,0,0,0,7
0.6666666666296296,6,2,0,0,0,4
0.7368421052243768,7,2,0,0,0,3
0.5333333332977778,4,1,0,0,0,6
0.8235294117162629,7,0,0,0,0,3
0.5555555555246914,5,3,0,0,0,5
0.3749999999765625,3,3,0,0,0,7
0.5555555555246914,5,3,0,0,0,5
0.571428571387755,4,0,0,0,0,6
0.7368421052243768,7,2,0,0,0,3
0.6249999999609375,5,1,1,0,0,4
0.749999999953125,6,0,0,0,0,4
0.588235294083045,5,2,0,0,0,5
0.8235294117162629,7,0,0,0,0,3
0.4285714285408163,3,1,0,0,0,7
0.8235294117162629,7,0,1,0,0,2
0.8888888888395061,8,0,0,0,0,2
0.705882352899654,6,1,0,0,0,4
0.79999999996,8,2,0,0,0,2
0.7368421052243768,7,2,0,0,0,3
0.6666666666222222,5,0,0,0,0,5
0.49999999996875,4,2,0,0,0,6
0.49999999996875,4,2,0,0,0,6
0.49999999996875,4,2,1,0,0,5
0.588235294083045,5,2,0,0,0,5
0.5333333332977778,4,1,1,0,0,5
0.8421052631135734,8,1,0,0,0,2
0.588235294083045,5,2,1,0,0,4
0.6666666666222222,5,0,0,0,0,5
0.5333333332977778,4,1,1,0,0,5
0.7368421052243768,7,2,0,0,0,3
0.705882352899654,6,1,0,0,0,4
0.6249999999609375,5,1,0,0,0,5
0.705882352899654,6,1,0,0,0,4
0.6249999999609375,5,1,0,0,0,5
0.588235294083045,5,2,0,0,0,5
0.571428571387755,4,1,0,1,0,5
0.59999999994,3,0,0,0,0,4
0.4444444443950617,2,0,0,0,0,5
0.8333333332638889,5,0,0,0,0,2
0.7272727272066115,4,0,0,0,0,3
0.5454545454049586,3,1,0,0,0,4
0.7272727272066115,4,1,0,0,0,2
0.9230769230059171,6,1,0,0,0,0
0.9230769230059171,6,1,0,0,0,0
0.7272727272066115,4,0,0,0,0,3
0.9230769230059171,6,1,0,0,0,0
0.7272727272066115,4,1,0,0,0,2
0.6666666666111111,4,2,0,0,0,2
0.6666666666111111,4,2,0,0,0,2
0.6666666666111111,4,1,0,0,0,3
0.9230769230059171,6,0,0,0,0,1
0.9230769230059171,6,0,0,0,0,1
0.9230769230059171,6,0,0,0,0,1
0.6153846153372781,4,2,0,0,0,3
0.7692307691715976,5,1,0,0,0,2
0.6666666666111111,4,1,0,0,0,3
0.6666666666111111,4,1,0,0,0,3
0.59999999994,3,1,0,0,0,3
0.7692307691715976,5,2,0,0,0,1
0.9230769230059171,6,1,0,0,0,0
0.4444444443950617,2,1,0,0,0,4
0.7272727272066115,4,1,0,0,0,2
0.8333333332638889,5,1,0,0,0,1
0.7692307691715976,5,1,0,0,0,2
0.8333333332638889,5,1,0,0,0,1
0.7272727272066115,4,0,0,0,0,3
0.9230769230059171,6,0,0,0,0,1
0.7272727272066115,4,1,0,0,0,2
0.6666666666111111,4,1,0,0,0,3
0.8571428570816326,6,1,0,0,0,1
0.6666666666111111,4,1,0,0,0,3
0.5454545454049586,3,2,0,0,0,3
0.7272727272066115,4,1,0,0,0,2
0.7272727272066115,4,1,0,0,0,2
0.8333333332638889,5,0,0,0,0,2
0.7272727272066115,4,0,0,0,0,3
0.9230769230059171,6,0,0,0,0,1
0.7272727272066115,4,1,0,0,0,2
0.7692307691715976,5,2,0,0,0,1
0.59999999994,3,0,1,0,0,3
0.8333333332638889,5,0,1,0,0,1
0.6666666666111111,4,1,0,0,0,3
0.8333333332638889,5,0,1,0,0,1
0.59999999994,3,0,1,0,0,3
0.7692307691715976,5,1,1,0,0,1
0.6666666666111111,4,1,0,0,0,3
0.4444444443950617,2,0,1,0,0,4
0.5714285713469388,2,1,0,0,0,2
0.74999999990625,3,1,0,0,0,1
0.0,0,2,0,0,0,3
0.33333333327777775,1,2,0,0,0,2
0.74999999990625,3,1,0,0,0,1
0.33333333327777775,1,2,0,0,0,2
0.5714285713469388,2,1,0,0,0,2
0.33333333327777775,1,2,0,0,0,2
0.0,0,2,0,0,0,3
0.5714285713469388,2,1,0,0,0,2
0.33333333327777775,1,1,1,0,0,2
0.6666666665555555,2,1,0,0,0,1
0.5714285713469388,2,1,0,0,0,2
0.5714285713469388,2,1,0,0,0,2
0.74999999990625,3,1,0,0,0,1
0.4999999999375,2,2,0,0,0,2
0.8888888887901234,4,1,0,0,0,0
0.5714285713469388,2,1,0,0,0,2
0.74999999990625,3,1,0,0,0,1
0.8888888887901234,4,1,0,0,0,0
0.5714285713469388,2,2,0,0,0,1
0.8888888887901234,4,1,0,0,0,0
0.8571428570204082,3,1,0,0,1,0
0.5714285713469388,2,1,0,0,0,2
0.8888888887901234,4,1,0,0,0,0
0.8888888887901234,4,1,0,0,0,0
0.8888888887901234,4,1,0,0,0,0
0.8888888887901234,4,1,0,0,0,0
0.74999999990625,3,1,0,0,0,1
0.8571428570204082,3,0,0,0,0,1
0.5714285713469388,2,1,0,0,0,2
0.8888888887901234,4,1,0,0,0,0
0.8888888887901234,4,1,0,0,0,0
0.74999999990625,3,1,0,0,0,1
0.74999999990625,3,1,0,0,0,1
0.74999999990625,3,1,0,0,0,1
0.6666666665925925,3,2,0,0,0,1
0.74999999990625,3,1,0,0,0,1
0.74999999990625,3,1,0,0,0,1
0.8888888887901234,4,1,0,0,0,0
0.8888888887901234,4,1,0,0,0,0
0.8888888887901234,4,1,0,0,0,0
0.8888888887901234,4,1,0,0,0,0
0.8571428570204082,3,0,0,0,0,1
0.999999999875,4,0,0,0,0,0
0.8888888887901234,4,1,0,0,0,0
0.74999999990625,3,1,0,0,0,1
0.74999999990625,3,1,0,0,0,1
0.8888888887901234,4,1,0,0,0,0
0.74999999990625,3,1,0,0,0,1
0.8571428570204082,3,0,0,0,0,1
0.4444444443950617,2,2,0,0,0,3
0.59999999994,3,2,0,0,0,2
0.4999999999375,2,1,0,0,0,3
0.6666666665925925,3,1,0,0,0,2
0.59999999994,3,2,0,0,0,2
0.6666666665925925,3,1,0,0,0,2
0.5714285713469388,2,0,0,0,0,3
0.7272727272066115,4,2,0,0,0,1
0.6666666666111111,4,3,0,0,0,1
0.7272727272066115,4,2,0,0,0,1
0.4999999999375,2,1,0,0,0,3
0.4999999999375,2,1,0,0,0,3
0.59999999994,3,2,0,0,0,2
0.7272727272066115,4,2,0,0,0,1
0.49999999995833333,3,4,0,0,0,2
0.7272727272066115,4,2,0,0,0,1
0.39999999996,2,3,0,0,0,3
0.9090909090082645,5,1,0,0,0,0
0.79999999992,4,1,0,0,0,1
0.9090909090082645,5,1,0,0,0,0
0.7272727272066115,4,2,0,0,0,1
0.7272727272066115,4,2,0,0,0,1
0.2857142856734694,1,1,0,0,0,4
0.5714285713469388,2,0,0,0,0,3
0.4444444443950617,2,2,0,0,0,3
0.2857142856734694,1,1,0,0,0,4
0.39999999996,2,3,0,0,0,3
0.79999999992,4,1,0,0,0,1
0.7272727272066115,4,2,0,0,0,1
0.7272727272066115,4,2,0,0,0,1
0.5714285713469388,2,0,0,0,0,3
0.59999999994,3,2,0,0,0,2
0.4999999999375,2,1,0,0,0,3
0.79999999992,4,1,0,0,0,1
0.59999999994,3,2,0,0,0,2
0.7272727272066115,4,2,0,0,0,1
0.4444444443950617,2,2,0,0,0,3
0.6666666665925925,3,1,0,0,0,2
0.59999999994,3,2,0,0,0,2
0.6666666666111111,4,3,0,0,0,1
0.59999999994,3,2,0,0,0,2
0.6666666666111111,4,3,0,0,0,1
0.7692307691715976,5,3,0,0,0,0
0.6666666666111111,4,3,0,0,0,1
0.39999999996,2,3,0,0,0,3
0.7272727272066115,4,2,0,0,0,1
0.7272727272066115,4,2,0,0,0,1
0.4999999999375,2,1,0,0,0,3
0.59999999994,3,2,0,0,0,2
0.4444444443950617,2,2,0,0,0,3
0.59999999994,3,2,0,0,0,2
